146
6/1/2012 16:00:00	94.2
6/4/2012 16:00:00	93.02
6/5/2012 16:00:00	93
6/6/2012 16:00:00	95.07
6/7/2012 16:00:00	97.5
6/8/2012 16:00:00	94.84
6/11/2012 16:00:00	96.76
6/12/2012 16:00:00	94.04
6/13/2012 16:00:00	94.42
6/14/2012 16:00:00	94.2891
6/15/2012 16:00:00	95.77
6/18/2012 16:00:00	95.27
6/19/2012 16:00:00	Missing_1
6/20/2012 16:00:00	97.6
6/21/2012 16:00:00	96.87
6/22/2012 16:00:00	Missing_2
6/25/2012 16:00:00	92.4
6/26/2012 16:00:00	91.83
6/27/2012 16:00:00	93.79
6/28/2012 16:00:00	93.52
6/29/2012 16:00:00	96.18
7/2/2012 16:00:00	97.3
7/3/2012 13:00:00	98.77
7/5/2012 16:00:00	Missing_3
7/6/2012 16:00:00	96
7/9/2012 16:00:00	95.35
7/10/2012 16:00:00	95.3
7/11/2012 16:00:00	95.47
7/12/2012 16:00:00	94.74
7/13/2012 16:00:00	97.864
7/16/2012 16:00:00	98.15
7/17/2012 16:00:00	100.49
7/18/2012 16:00:00	97.81
7/19/2012 16:00:00	96.64
7/20/2012 16:00:00	95.3
7/23/2012 16:00:00	93.42
7/24/2012 16:00:00	94.6
7/25/2012 16:00:00	96.69
7/26/2012 16:00:00	98.2
7/27/2012 16:00:00	102.05
7/30/2012 16:00:00	102.18
7/31/2012 16:00:00	Missing_4
8/1/2012 16:00:00	101.76
8/2/2012 16:00:00	99.03
8/3/2012 16:00:00	101.3607
8/6/2012 16:00:00	102.85
8/7/2012 16:00:00	104.38
8/8/2012 16:00:00	103.31
8/9/2012 16:00:00	104
8/10/2012 16:00:00	103.375
8/13/2012 16:00:00	103.97
8/14/2012 16:00:00	105.63
8/15/2012 16:00:00	104.5
8/16/2012 16:00:00	Missing_5
8/17/2012 16:00:00	103.95
8/20/2012 16:00:00	105.5
8/21/2012 16:00:00	107.34
8/22/2012 16:00:00	106.35
8/23/2012 16:00:00	104.99
8/24/2012 16:00:00	Missing_6
8/27/2012 16:00:00	105.85
8/28/2012 16:00:00	105.89
8/29/2012 16:00:00	106.29
8/30/2012 16:00:00	Missing_7
8/31/2012 16:00:00	Missing_8
9/4/2012 16:00:00	107.25
9/5/2012 16:00:00	110
9/6/2012 16:00:00	113.78
9/7/2012 16:00:00	116.75
9/10/2012 16:00:00	116.25
9/11/2012 16:00:00	117.76
9/12/2012 16:00:00	118.46
9/13/2012 16:00:00	121.05
9/14/2012 16:00:00	122.6
9/17/2012 16:00:00	121.11
9/18/2012 16:00:00	120.3643
9/19/2012 16:00:00	Missing_9
9/20/2012 16:00:00	Missing_10
9/21/2012 16:00:00	118.38
9/24/2012 16:00:00	117.43
9/25/2012 16:00:00	117.654
9/26/2012 16:00:00	113.64
9/27/2012 16:00:00	115.86
9/28/2012 16:00:00	115.01
10/1/2012 16:00:00	119.02
10/2/2012 16:00:00	118.24
10/3/2012 16:00:00	118.17
10/4/2012 16:00:00	120.36
10/5/2012 16:00:00	121.4
10/8/2012 16:00:00	119.7201
10/9/2012 16:00:00	120.74
10/10/2012 16:00:00	120.25
10/11/2012 16:00:00	122.94
10/12/2012 16:00:00	Missing_11
10/15/2012 16:00:00	124.61
10/16/2012 16:00:00	Missing_12
10/17/2012 16:00:00	125.05
10/18/2012 16:00:00	126.48
10/19/2012 16:00:00	125.171
10/22/2012 16:00:00	124.36
10/23/2012 16:00:00	121.6599
10/24/2012 16:00:00	121.35
10/25/2012 16:00:00	122.19
10/26/2012 16:00:00	120.38
10/31/2012 16:00:00	122.6
11/1/2012 16:00:00	Missing_13
11/2/2012 16:00:00	125.89
11/5/2012 16:00:00	124.465
11/6/2012 16:00:00	126.73
11/7/2012 16:00:00	123.12
11/8/2012 16:00:00	119.84
11/9/2012 16:00:00	117.85
11/12/2012 16:00:00	117.84
11/13/2012 16:00:00	118.35
11/14/2012 16:00:00	117.45
11/15/2012 16:00:00	116.36
11/16/2012 16:00:00	Missing_14
11/19/2012 16:00:00	119.19
11/20/2012 16:00:00	118.75
11/21/2012 16:00:00	118.23
11/23/2012 13:00:00	120.31
11/26/2012 16:00:00	120.95
11/27/2012 16:00:00	121.335
11/28/2012 16:00:00	Missing_15
11/29/2012 16:00:00	120.45
11/30/2012 16:00:00	119.44
12/3/2012 16:00:00	119.64
12/4/2012 16:00:00	118.39
12/5/2012 16:00:00	Missing_16
12/6/2012 16:00:00	117.48
12/7/2012 16:00:00	Missing_17
12/10/2012 16:00:00	117.17
12/11/2012 16:00:00	119.8
12/12/2012 16:00:00	119.98
12/13/2012 16:00:00	119.16
12/14/2012 16:00:00	120.07
12/17/2012 16:00:00	123.49
12/18/2012 16:00:00	Missing_18
12/19/2012 16:00:00	129.3
12/20/2012 16:00:00	129.72
12/21/2012 16:00:00	128.95
12/24/2012 13:00:00	128.5
12/26/2012 16:00:00	129.3
12/27/2012 16:00:00	128.3
12/28/2012 16:00:00	Missing_19
12/31/2012 16:00:00	Missing_20
